Normalized,Occurrences,Lemma,POS,NormalizedID,MorphoNotes,divine name?,divine name key,persname?,persname gender,type,persname key,persname link,title?,title type,title key,military?,military key,ethnicon?,ethnicon key,term of relationship?,relationship key,location?,location key,location link,date?,date type,calendar type,occupation?,occupation key,measure?,measure key,object?,object key,religious term?,religious term key,other?,other type,other key
אלמלך,idum0027-16,אַלַּמֶּלֶךְ,Propername,w-אלמלך,Propername MascFem Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לניסן,"idum0028-3, idum0039-9, idum0046-3, idum0105-12, idum0164-3, idum0173-11, idum0473-2, idum0533-9, idum0575-2, idum0580-2, idum0627-2, idum0673-3",נִיסָן,Noun,w-לניסן,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אבאנשו,idum0028-6,?,Propername,w-אבאנשו,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גרגרן,"idum0028-9, idum0045-4, idum0046-7, idum0082-4, idum0097-4, idum0137-2, idum0138-2, idum0178-4, idum0305-3, idum0309a-8, idum0475-5, idum0516-3, idum0559-3, idum0606-4, idum0664-2",גַּרְגְּרָן,Noun,w-גרגרן,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לאלול,"idum0029-3, idum0033-3, idum0034-3, idum0044-4, idum0048-3, idum0059-10, idum0065-12, idum0075-3, idum0099-3, idum0113-10, idum0114-8, idum0123-2, idum0230-6, idum0331-3, idum0335-3, idum0386-3, idum0428-2, idum0435-2, idum0440-2, idum0452-2, idum0464-3, idum0509-3, idum0543-1, idum0610-2, idum0624-6, idum0632-4, idum0639-5, idum0641-3, idum0671-10, idum0674-3, jeru0446-6, masa0584-3",אֱלוּל,Noun,w-לאלול,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חלוף,idum0029-6,חלף_פעל,Verb,w-חלוף,Aramaic Verb Masc Sing P2 Imperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פמי,idum0029-14,פֻּמָּא,Noun,w-פמי,Aramaic Noun Masc Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לתשרי,"idum0030-3, idum0035-3, idum0058-7, idum0066-12, idum0067-12, idum0074-3, idum0076-2, idum0145-10, idum0212-4, idum0465-9, idum0478-1, idum0480-2, idum0524-9, idum0527-2, yati0001-2",שׁרי_פעל,Verb,w-לתשרי,Aramaic PreLets-1 Pre_Prep Pre_NotDef Verb Fem Sing P3 Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עצה,"idum0031-4, idum0485-5",עֵצָה,Noun,w-עצה,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מקצר,idum0031-5,קצר_פיעל,Verb,w-מקצר,Verb Masc Sing PAny Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חמיו,idum0033-6,חָם,Noun,w-חמיו,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בעלרום,"idum0033-9, idum0034-8, idum0035-8, idum0036-8, idum0037-8",?,Noun,w-בעלרום,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שערן,"idum0033-10, idum0035-9, idum0036-9, idum0037-9, idum0079-9, idum0080-7, idum0108-5, idum0148-8, idum0160-6, idum0525-8, idum0526-7, idum0535-8, idum0546-7, idum0563-7",שַׂעַר,Noun,w-שערן,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וארבעה,idum0033-13,אַרְבַּע,Noun,w-וארבעה,PreLets-1 Pre_Conj Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עשרן,"idum0033-15, idum0034-14, idum0035-13, idum0037-11, idum0511-3",עֹשֶׁר,Noun,w-עשרן,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ותרתן,idum0033-16,תור_פעל,Verb,w-ותרתן,PreLets-1 Pre_Conj Verb Fem Pl P2 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שערין,idum0034-9,עָרָא,Noun,w-שערין,Aramaic PreLets-1 Pre_RelSub Noun Masc Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ושבעה,idum0034-12,שֶׁבַע,Noun,w-ושבעה,PreLets-1 Pre_Conj Noun Fem Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וחמש,"idum0034-15, masa0571-5, zoor0399-9, zoor0422-21, zoor0438-19, zoor0439-19",חַמְשָׁא,Num,w-וחמש,Aramaic PreLets-1 Pre_Conj Num Fem Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תלתה,"idum0034-17, idum0036-13, idum0173-8, idum0211-4, idum0520-12, idum0538-3, idum0538-5, idum0624-3, idum0682-11, zoor0429-8, zoor0438-7, zoor0454-8",תלי_פעל,Verb,w-תלתה,Verb Fem Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אמתו,idum0035-6,אֱמֶת,Noun,w-אמתו,Noun Fem Sing Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
למרחשון,"idum0036-3, idum0078-2, idum0094-3, idum0100-3, idum0108-13, idum0110-3, idum0118-3, idum0160-13, idum0168-3, idum0205-12, idum0208-3, idum0308-3, idum0309a-3, idum0310-3, idum0319-3, idum0376-3, idum0441-2, idum0447-7, idum0467-2, idum0468-2, idum0481-2, idum0512-3, idum0534-3, idum0535-3, idum0551-6, idum0626-3, idum0643-7, idum0672-3, unkn0104-21",מַרְחֶשְׁוָן,Noun,w-למרחשון,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וארבע,"idum0037-12, idum0499-6, zoor0440-24",רבע_אפעל,Verb,w-וארבע,Aramaic PreLets-1 Pre_Conj Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קוסמלך,"idum0038-1, idum0096-1, idum0153-6, idum0154-1, idum0159-6, idum0171-9, idum0217-4, idum0218-1, idum0219-1, idum0329-8, idum0420-4, idum0421-2, idum0422-1, idum0423-5, idum0424-5, idum0425-6, idum0426-1, idum0427-5, idum0428-4, idum0429-3, idum0431-1, idum0432-1, idum0433-3, idum0434-1, idum0538-4, idum0682-4",?,Ptcp,w-קוסמלך,Ptcp Masc Pl P3 Abs Suf_Proniminal SufType_Accusative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שסאן,"idum0038-4, idum0552-3",סאן_פעל,Verb,w-שסאן,PreLets-1 Pre_RelSub Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ותשעה,"idum0038-6, zoor0431-18",תֵּשַׁע,Noun,w-ותשעה,PreLets-1 Pre_Conj Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תרין,"idum0038-8, idum0180-6, idum0227-4, idum0533-7, idum0552-9",תְּרֵי,Num,w-תרין,Aramaic Num Masc Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לני,idum0038-12,נִי,Noun,w-לני,PreLets-1 Pre_Prep Pre_Def Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
סן,idum0038-13,סָן,Propername,w-סן,Propername,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לתרען,"idum0038-14, idum0039-10, idum0041-10, idum0042-12, idum0086-22, idum0127-12, idum0173-12, idum0228-7, idum0533-10, idum0576-3",תַּרְעָא,Noun,w-לתרען,Aramaic PreLets-1 Pre_Prep Pre_NotDef Noun Masc Pl Abs Suf_Proniminal SufType_Possessive Suf_Masc Suf_Pl Suf_P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נתנבעל,"idum0039-1, idum0441-7, idum0667-6",?,Verb,w-נתנבעל,Verb MascFem Sing P3 Past Suf_Proniminal SufType_Nominative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וקב,"idum0039-6, idum0041-6, idum0228-5",קבב_פעל,Verb,w-וקב,PreLets-1 Pre_Conj Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
טביו,"idum0041-1, mare0092-2",?,Noun,w-טביו,Noun Masc Pl Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לסון,"idum0041-9, idum0568-3, idum0654-5",?,Propername,w-לסון,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לשבט,"idum0042-3, idum0083-3, idum0084-3, idum0086-3, idum0136-3, idum0143-11, idum0326-3, idum0526-2, idum0546-2, idum0550-6, idum0552-12, idum0554-3, idum0563-2, idum0564-3, idum0569-3, idum0631-3, idum0644-8, idum0648-3, idum0656-7, mare0074-2",שְׁבָט,Noun,w-לשבט,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קוסחנן,"idum0044-5, idum0045-1, idum0061-12, idum0066-16, idum0067-16, idum0137-5, idum0138-1, idum0478-4, idum0481-3, idum0482-4, idum0483-1, idum0484-1, idum0485-1, idum0486-4, idum0486-9, mare0125-1",?,Adj,w-קוסחנן,Adj Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בערם,idum0044-8,בער_פיעל,Verb,w-בערם,Verb Masc Sing P3 Past Suf_Proniminal SufType_Accusative Suf_Masc Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זי,"idum0044-9, idum0053-1, idum0117-3, idum0160-2, idum0160-4, idum0300-5, idum0301-5, idum0303-4, idum0312-11, idum0524-1, idum0542-3, idum0572-9, idum0575-14, idum0606-1, idum0645-10, jeru0236-23, mare0014-9, mare0015-9, mare0136-27, mare0136-37, mare0136-48, mger0001-1, mger0002-1, mger0004-1, mger0005-1, mger0006-1, mger0008-1, mger0010-1, mger0015-1, mger0017-1, mger0019-1, mger0020-1, mger0021-1, mger0022-1, mger0024-1, mger0025-1, mger0026-1, mger0027-1, mger0031-1, mger0039-1, mger0040-1, mger0054-1, mger0065-1, mger0066-1, mger0067-1, mger0068-1, mger0069-1, mger0070-1, mger0071-1, mger0072-1, mger0073-1, mger0074-1, mger0075-1, mger0076-1, mger0077-1, mger0079-1, mger0080-1, mger0081-1, mger0082-1, mger0083-1, mger0084-1, mger0085-1, mger0086-1, mger0088-1, mger0100-1, mger0101-1, mger0102-1, mger0104-1, mger0105-1, mger0106-1, mger0107-1, mger0108-1, mger0109-1, mger0110-1, mger0111-1, mger0112-1, mger0113-1, mger0114-1, mger0115-1, mger0116-1, mger0117-1, mger0149-1, mger0152-1, mger0153-1, mger0153-4, mger0157-2, mger0158-1, mger0159-1, mger0172-4, mger0200-2, mger0209-1, mger0270-1, mger0345-2",זִי,Conj,w-זי,Aramaic Conj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
במנקדה,idum0044-10,מְנַקֵּד,Noun,w-במנקדה,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תבן,"idum0044-11, idum0088-7, idum0106-7, idum0171-5, idum0320-3, idum0329-5, idum0427-7, idum0428-5, idum0471-2, idum0496-2, idum0515-4, idum0674-13, mare0014-7, mare0015-7",תֶּבֶן,Noun,w-תבן,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
משתל,"idum0044-12, idum0058-3, idum0329-6, idum0471-3, idum0503-3, idum0515-5, idum0646-3",שׁתל_פעל,ToInf,w-משתל,Aramaic ToInf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לבית,"idum0045-2, idum0136-5, idum0139-5, idum0140-2, idum0178-2, idum0219-2, idum0224-2, mare0136-75, unkn0104-5",בַּיִת,Noun,w-לבית,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קוסעני,"idum0046-4, idum0047-1, idum0328-1, idum0578-5, idum0579-5, idum0581-4, idum0582-1, idum0583-4, idum0584-1, idum0585-1, yati0001-5",?,Ptcp,w-קוסעני,Ptcp Masc Pl P3 Abs Suf_Proniminal SufType_Accusative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מנבני,idum0048-5,נִבְנֶה,Prep,w-מנבני,PreLets-1 Pre_Prep Pre_NotDef Ptcp Masc Pl PAny Abs Passive Suf_Proniminal SufType_Accusative Suf_MascFem Suf_Sing Suf_P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מש,"idum0048-7, idum0158-9",מושׁ_פעל,Verb,w-מש,Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תלין,idum0048-8,לין_פעל,Verb,w-תלין,Verb Masc Sing P2 Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ידיעא,idum0049-4,ידע_פעל,Verb,w-ידיעא,Aramaic Verb Fem Sing P3 Present Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קוסנתן,"idum0050-4, idum0139-1, idum0480-5, idum0482-10, mare0041-2, mare0047-1, mare0133-11",?,Verb,w-קוסנתן,Verb Masc Sing PAny Past Suf_Proniminal SufType_Nominative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עליד,"idum0050-8, idum0051-9, idum0061-11, idum0064-5, idum0066-15, idum0067-15, idum0071-6, idum0089-10, idum0090-8, idum0091-9, idum0092-10, idum0098-14, idum0100-11, idum0125-7, idum0137-4, idum0138-6, idum0142-6, idum0171-8, idum0181-6, idum0220-10, idum0312-19, idum0326-13, idum0332-15, idum0333-11, idum0379-5, idum0385-12, idum0386-12, idum0441-6, idum0455-10, idum0463-10, idum0464-7, idum0481-5, idum0482-8, idum0499-12, idum0520-9, idum0549-6, idum0567-5, idum0574-9, idum0575-12, idum0581-11, idum0588-1, idum0589-7, idum0599-11, idum0604-8, idum0615-10, idum0616-4, idum0626-12, idum0639-6, idum0646-7, idum0649-11, idum0650-10, idum0667-5, idum0668-14, idum0672-13, idum0674-4, idum0677-9, idum0678-9, idum0679-8, mare0014-2",?,Propername,w-עליד,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קוסרם,"idum0051-1, idum0063-6, idum0168-6, idum0324-1, idum0586-1, idum0588-2, idum0589-5, idum0590-6, idum0674-10, mare0092-1, mare0130-1, mare0136-7, mare0136-49, mare0136-76",?,Ptcp,w-קוסרם,Ptcp Masc Pl P3 Abs Suf_Proniminal SufType_Accusative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
למזבן,idum0051-8,זבן_פעל,ToInf,w-למזבן,Aramaic ToInf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זבדמרן,"idum0051-10, idum0499-13",?,Verb,w-זבדמרן,Verb Masc Sing P3 Past Suf_Proniminal SufType_Nominative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וזבדו,idum0051-11,זבד_פיעל,Verb,w-וזבדו,PreLets-1 Pre_Conj Verb Masc Pl P2 Imperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לזמרו,idum0051-12,זמר_פעל,Verb,w-לזמרו,Aramaic Verb Masc Pl P3 Future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אק,idum0054-6,?,Propername,w-אק,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עידועירו,"idum0055-1, idum0084-4, idum0514-1, idum0514-8, idum0516-1",?,Existential,w-עידועירו,Existential Masc Pl P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קוסהל,idum0056-1,?,Ptcp,w-קוסהל,Ptcp Masc Pl P3 Abs Suf_Proniminal SufType_Accusative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גורו,"idum0056-3, idum0059-3, idum0064-3, idum0065-6, idum0068-7, idum0073-6, idum0076-7, idum0078-7, idum0079-8, idum0080-6, idum0084-6, idum0099-8, idum0102-2",גּוּרוּ,Noun,w-גורו,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מלח,idum0056-4,מלח_פעל,Verb,w-מלח,Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עלקוס,"idum0057-6, idum0120-7, idum0127-1, idum0128-7, idum0144-1, idum0177-1, idum0226-5, idum0460-5, idum0461-5, idum0462-3, idum0463-1, idum0464-4, idum0465-1, idum0466-6, idum0467-4, idum0468-4, idum0469-3, idum0470-1, idum0471-1, idum0472-1, idum0491-6",?,Prep,w-עלקוס,Prep Suf_Proniminal SufType_Nominative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גור,"idum0057-8, idum0058-2, idum0061-8, idum0062-9, idum0063-8, idum0066-5, idum0070-4, idum0071-3, idum0072-3, idum0074-6, idum0082-3, idum0086-8, idum0086-16, idum0087-6, idum0088-6, idum0089-6, idum0090-5, idum0094-8, idum0097-3",גור_פעל,Verb,w-גור,Verb Masc Sing P2 Imperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לבנילבית,idum0058-1,?,Noun,w-לבנילבית,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Pl Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עדידרו,"idum0059-1, idum0624-1, idum0625-5, idum0626-6, idum0627-3, idum0630-1, idum0631-6",?,Noun,w-עדידרו,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עשר,"idum0059-6, idum0079-11, idum0080-9, idum0108-7, idum0322-4, idum0499-5, idum0552-6, zoor0454-9",עֲשַׂר,Num,w-עשר,Num Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וחדה,"idum0059-7, zoor0413-24",חַד,Noun,w-וחדה,PreLets-1 Pre_Conj Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עבדמלך,"idum0059-13, idum0113-13, idum0326-5",?,Propername,w-עבדמלך,Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עבדצדק,"idum0060-1, idum0314-4, idum0315-4",?,Noun,w-עבדצדק,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לבניגורמריש,idum0060-2,?,Noun,w-לבניגורמריש,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Pl Construct Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יעפת,"idum0061-6, idum0076-5",יַעֶפֶת,Noun,w-יעפת,Noun Fem Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ומלכו,idum0061-13,מלך_פעל,Verb,w-ומלכו,PreLets-1 Pre_Conj Verb MascFem Pl P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קוסייפע,idum0062-6,?,Ptcp,w-קוסייפע,Ptcp Masc Sing P3 Abs Suf_Proniminal SufType_Accusative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בשס,"idum0062-16, idum0063-12, idum0166-21, idum0480-11",שׁסס_פעל,Verb,w-בשס,PreLets-1 Pre_Prep Pre_NotDef Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לפלקוס,"idum0064-4, idum0222-7, idum0593-6",?,Noun,w-לפלקוס,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שעדו,idum0065-2,עדי_פעל,Verb,w-שעדו,Aramaic PreLets-1 Pre_RelSub Verb Masc Pl P3 Present Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שמתו,"idum0065-3, idum0326-8, idum0327-6, idum0327-11, idum0328-3, idum0329-4, idum0331-4, idum0332-6, idum0333-7, idum0334-6, idum0335-6, idum0336-6, idum0337-4, idum0338-1, idum0339-1, idum0340-3, idum0683-8",מות_פעל,Verb,w-שמתו,PreLets-1 Pre_RelSub Verb MascFem Pl P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
משת,idum0065-7,שֵׁת,Noun,w-משת,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לן,idum0065-8,לון_פעל,Verb,w-לן,Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עדראל,idum0066-1,?,Noun,w-עדראל,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חזירא,"idum0066-3, idum0136-4, idum0386-4, idum0608-1, idum0610-4, idum0611-1, idum0612-4, idum0679-6",חֲזִירָא,Noun,w-חזירא,Aramaic Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בענת,"idum0067-1, idum0094-6",עֲנָת,Propername,w-בענת,PreLets-1 Pre_Prep Pre_NotDef Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ליתע,"idum0067-3, idum0322-1",תעה_הפעיל,Verb,w-ליתע,PreLets-1 Pre_Prep Pre_NotDef Verb Masc Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גורגיר,idum0067-5,גרגר_פועל,BareInf,w-גורגיר,BareInf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
סלאת,idum0068-1,סלא_פיעל,Verb,w-סלאת,Verb Fem Sing P2 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עוא,idum0068-3,עַוָּא,Propername,w-עוא,Propername MascFem Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בשנת,"idum0068-4, idum0379-10, idum0586-6, jmon0006-5, mare0073-5, sina0107-6, yavn0004-8, zoor0400-16, zoor0402-8, zoor0406-5",שֵׁנָה,Noun,w-בשנת,PreLets-1 Pre_Prep Pre_NotDef Noun Fem Sing Construct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
למקדה,idum0070-2,קדי_פעל,ToInf,w-למקדה,Aramaic ToInf Suf_Proniminal SufType_Accusative Suf_Fem Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בחמשה,idum0070-6,חֲמִשָּׁה,Num,w-בחמשה,PreLets-1 Pre_Prep Pre_NotDef Num Masc Pl Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עבדאדה,"idum0071-1, idum0149-6, idum0162-6, idum0163-1, idum0297-1, idum0298-1, idum0309b-1, idum0448-4, idum0449-4, idum0450-4, idum0451-4, idum0452-6, idum0452-14, idum0453-1, idum0454-5, idum0455-5, idum0456-1, idum0457-1, idum0458-1, idum0577-5",?,Propername,w-עבדאדה,Propername MascFem Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גלד,"idum0071-4, idum0451-5",גֶּלֶד,Noun,w-גלד,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
משכו,"idum0072-1, idum0073-4, idum0106-1, idum0523-1, idum0524-3, idum0525-6, idum0526-5, idum0527-5, idum0528-1, idum0529-3, idum0530-1, idum0531a-5, idum0531a-13, idum0531b-3, idum0532-1, idum0533-1",משׁך_פעל,Verb,w-משכו,Verb MascFem Pl P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מסמרן,idum0072-4,מַסְמֵר,Noun,w-מסמרן,Noun Masc Sing Abs Suf_Proniminal SufType_Possessive Suf_Fem Suf_Pl Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לאיר,"idum0073-3, idum0127-11, idum0148-3, idum0159-3, idum0161-3, idum0312-3, idum0660-3, masa0564-2, masa0575-2, masa0582-2",אִיָּר,Noun,w-לאיר,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קסאן,idum0073-7,?,Propername,w-קסאן,Propername Masc Pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תלת,"idum0073-8, idum0127-6, zoor0401-17, zoor0402-9, zoor0404-15, zoor0405-20, zoor0407-15, zoor0408-13, zoor0410-17, zoor0412-15, zoor0415-14, zoor0416-25, zoor0419-13, zoor0420-21, zoor0421-15, zoor0422-18, zoor0423-18, zoor0426-13, zoor0427-18, zoor0428-21, zoor0429-17, zoor0458-13, zoor0459-16",תלי_פעל,Verb,w-תלת,Aramaic Verb Fem Sing P3 Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זבדאדה,"idum0074-4, idum0666-2, idum0667-1, idum0668-7, idum0669-2, mare0014-1, mare0133-8, mare0133-16",?,Verb,w-זבדאדה,Verb Masc Pl P3 Imperative Suf_Proniminal SufType_Nominative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זית,"idum0074-8, tibe0010-2",זַיִת,Noun,w-זית,Noun Masc Sing Abs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שעידו,"idum0075-7, idum0216-6, idum0534-6, idum0535-6, idum0536-5, idum0537a-5, idum0537b-5, idum0538-1, idum0539-5, idum0540-4, idum0541-1, idum0542-4, idum0543-2",עִדּוֹ,Propername,w-שעידו,PreLets-1 Pre_RelSub Propername Masc Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לשמתו,"idum0075-8, idum0295-2, idum0297-2, idum0298-2, idum0299-2, idum0300-2, idum0301-2, idum0302-2, idum0303-2, idum0305-2, idum0307-5, idum0308-5, idum0309a-7, idum0310-7, idum0312-8, idum0313-2, idum0314-5, idum0315-5, idum0316-2, idum0317-7, idum0319-5, idum0320-2, idum0321-2, idum0322-2, idum0323-5, idum0324-2, idum0325-2",שׁמת_פיעל,ToInf,w-לשמתו,ToInf Suf_Proniminal SufType_Accusative Suf_Masc Suf_Sing Suf_P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בבני,idum0075-9,בני_פעל,Verb,w-בבני,Aramaic PreLets-1 Pre_Prep Pre_NotDef Verb Masc Sing P3 Present Passive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בעלגור,idum0075-10,?,Noun,w-בעלגור,PreLets-1 Pre_Prep Pre_NotDef Noun Masc Sing Abs Suf_Proniminal SufType_Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
